二月田,九州旅客鉄道,指宿枕崎線,0
伊賀上野,西日本旅客鉄道,関西線,1807
佐那具,西日本旅客鉄道,関西線,260
柘植,西日本旅客鉄道,関西線,678
関,西日本旅客鉄道,関西線,566
加太,西日本旅客鉄道,関西線,126
亀山,西日本旅客鉄道,関西線,0
奈良,西日本旅客鉄道,関西線,36142
笠置,西日本旅客鉄道,関西線,516
平城山,西日本旅客鉄道,関西線,2676
加茂,西日本旅客鉄道,関西線,4770
月ヶ瀬口,西日本旅客鉄道,関西線,372
大河原,西日本旅客鉄道,関西線,126
木津,西日本旅客鉄道,関西線,8244
JR難波,西日本旅客鉄道,関西線,50918
今宮,西日本旅客鉄道,関西線,8966
新今宮,西日本旅客鉄道,関西線,0
天王寺,西日本旅客鉄道,関西線,0
王寺,西日本旅客鉄道,関西線,48808
三郷,西日本旅客鉄道,関西線,4136
久宝寺,西日本旅客鉄道,関西線,32622
柏原,西日本旅客鉄道,関西線,28175
東部市場前,西日本旅客鉄道,関西線,15016
八尾,西日本旅客鉄道,関西線,26102
郡山,西日本旅客鉄道,関西線,10204
河内堅上,西日本旅客鉄道,関西線,846
法隆寺,西日本旅客鉄道,関西線,14530
加美,西日本旅客鉄道,関西線,17708
天王寺,西日本旅客鉄道,関西線,286404
大和小泉,西日本旅客鉄道,関西線,15966
志紀,西日本旅客鉄道,関西線,21712
高井田,西日本旅客鉄道,関西線,9372
平野,西日本旅客鉄道,関西線,23278
岩国,西日本旅客鉄道,岩徳線,0
欽明路,西日本旅客鉄道,岩徳線,114
西岩国,西日本旅客鉄道,岩徳線,726
周防高森,西日本旅客鉄道,岩徳線,924
高水,西日本旅客鉄道,岩徳線,390
櫛ヶ浜,西日本旅客鉄道,岩徳線,0
柱野,西日本旅客鉄道,岩徳線,72
周防久保,西日本旅客鉄道,岩徳線,178
勝間,西日本旅客鉄道,岩徳線,348
米川,西日本旅客鉄道,岩徳線,46
周防花岡,西日本旅客鉄道,岩徳線,586
川西,西日本旅客鉄道,岩徳線,1080
生野屋,西日本旅客鉄道,岩徳線,226
大河内,西日本旅客鉄道,岩徳線,230
玖珂,西日本旅客鉄道,岩徳線,896
新宮,西日本旅客鉄道,紀勢線,2074
江住,西日本旅客鉄道,紀勢線,28
那智,西日本旅客鉄道,紀勢線,110
紀伊佐野,西日本旅客鉄道,紀勢線,500
紀伊天満,西日本旅客鉄道,紀勢線,80
太地,西日本旅客鉄道,紀勢線,220
紀伊有田,西日本旅客鉄道,紀勢線,24
和深,西日本旅客鉄道,紀勢線,42
下里,西日本旅客鉄道,紀勢線,178
紀伊田原,西日本旅客鉄道,紀勢線,32
宇久井,西日本旅客鉄道,紀勢線,126
紀伊姫,西日本旅客鉄道,紀勢線,18
紀伊浦神,西日本旅客鉄道,紀勢線,38
周参見,西日本旅客鉄道,紀勢線,278
串本,西日本旅客鉄道,紀勢線,782
古座,西日本旅客鉄道,紀勢線,362
紀伊勝浦,西日本旅客鉄道,紀勢線,956
三輪崎,西日本旅客鉄道,紀勢線,38
田子,西日本旅客鉄道,紀勢線,8
田並,西日本旅客鉄道,紀勢線,32
湯川,西日本旅客鉄道,紀勢線,20
見老津,西日本旅客鉄道,紀勢線,28
和歌山,西日本旅客鉄道,紀勢線,38782
和佐,西日本旅客鉄道,紀勢線,150
紀伊新庄,西日本旅客鉄道,紀勢線,104
湯浅,西日本旅客鉄道,紀勢線,2324
紀和,西日本旅客鉄道,紀勢線,216
紀伊内原,西日本旅客鉄道,紀勢線,390
藤並,西日本旅客鉄道,紀勢線,2714
芳養,西日本旅客鉄道,紀勢線,144
南部,西日本旅客鉄道,紀勢線,1546
初島,西日本旅客鉄道,紀勢線,756
椿,西日本旅客鉄道,紀勢線,52
白浜,西日本旅客鉄道,紀勢線,1602
宮前,西日本旅客鉄道,紀勢線,3034
紀三井寺,西日本旅客鉄道,紀勢線,4282
切目,西日本旅客鉄道,紀勢線,144
海南,西日本旅客鉄道,紀勢線,6028
稲原,西日本旅客鉄道,紀勢線,174
紀伊富田,西日本旅客鉄道,紀勢線,148
朝来,西日本旅客鉄道,紀勢線,560
広川ビーチ,西日本旅客鉄道,紀勢線,444
道成寺,西日本旅客鉄道,紀勢線,206
岩代,西日本旅客鉄道,紀勢線,150
冷水浦,西日本旅客鉄道,紀勢線,214
紀伊田辺,西日本旅客鉄道,紀勢線,3036
和歌山市,西日本旅客鉄道,紀勢線,3780
印南,西日本旅客鉄道,紀勢線,332
御坊,西日本旅客鉄道,紀勢線,3434
紀伊宮原,西日本旅客鉄道,紀勢線,1246
黒江,西日本旅客鉄道,紀勢線,5284
紀伊由良,西日本旅客鉄道,紀勢線,724
加茂郷,西日本旅客鉄道,紀勢線,1692
箕島,西日本旅客鉄道,紀勢線,3424
紀伊日置,西日本旅客鉄道,紀勢線,186
下津,西日本旅客鉄道,紀勢線,960
大安寺,西日本旅客鉄道,吉備線,636
備前一宮,西日本旅客鉄道,吉備線,1832
吉備津,西日本旅客鉄道,吉備線,1156
備中高松,西日本旅客鉄道,吉備線,2646
足守,西日本旅客鉄道,吉備線,1186
岡山,西日本旅客鉄道,吉備線,0
備前三門,西日本旅客鉄道,吉備線,1866
服部,西日本旅客鉄道,吉備線,1576
東総社,西日本旅客鉄道,吉備線,1728
総社,西日本旅客鉄道,吉備線,0
米子,西日本旅客鉄道,境線,0
後藤,西日本旅客鉄道,境線,868
富士見町,西日本旅客鉄道,境線,266
馬場崎町,西日本旅客鉄道,境線,402
大篠津町,西日本旅客鉄道,境線,148
弓ヶ浜,西日本旅客鉄道,境線,634
中浜,西日本旅客鉄道,境線,102
河崎口,西日本旅客鉄道,境線,398
境港,西日本旅客鉄道,境線,820
上道,西日本旅客鉄道,境線,358
高松町,西日本旅客鉄道,境線,98
博労町,西日本旅客鉄道,境線,444
和田浜,西日本旅客鉄道,境線,182
余子,西日本旅客鉄道,境線,610
三本松口,西日本旅客鉄道,境線,352
備中神代,西日本旅客鉄道,芸備線,0
塩町,西日本旅客鉄道,芸備線,300
三次,西日本旅客鉄道,芸備線,1190
矢神,西日本旅客鉄道,芸備線,32
吉田口,西日本旅客鉄道,芸備線,144
備後八幡,西日本旅客鉄道,芸備線,0
備後落合,西日本旅客鉄道,芸備線,32
神杉,西日本旅客鉄道,芸備線,28
上川立,西日本旅客鉄道,芸備線,64
東城,西日本旅客鉄道,芸備線,20
高,西日本旅客鉄道,芸備線,4
備後西城,西日本旅客鉄道,芸備線,84
平子,西日本旅客鉄道,芸備線,6
山ノ内,西日本旅客鉄道,芸備線,6
道後山,西日本旅客鉄道,芸備線,0
備後庄原,西日本旅客鉄道,芸備線,262
志和地,西日本旅客鉄道,芸備線,84
市岡,西日本旅客鉄道,芸備線,26
小奴可,西日本旅客鉄道,芸備線,2
向原,西日本旅客鉄道,芸備線,670
比婆山,西日本旅客鉄道,芸備線,4
野馳,西日本旅客鉄道,芸備線,44
七塚,西日本旅客鉄道,芸備線,8
備後三日市,西日本旅客鉄道,芸備線,4
内名,西日本旅客鉄道,芸備線,2
坂根,西日本旅客鉄道,芸備線,4
西三次,西日本旅客鉄道,芸備線,12
八次,西日本旅客鉄道,芸備線,234
甲立,西日本旅客鉄道,芸備線,406
下和知,西日本旅客鉄道,芸備線,10
白木山,西日本旅客鉄道,芸備線,310
中三田,西日本旅客鉄道,芸備線,308
中深川,西日本旅客鉄道,芸備線,806
広島,西日本旅客鉄道,芸備線,0
上三田,西日本旅客鉄道,芸備線,206
矢賀,西日本旅客鉄道,芸備線,1858
戸坂,西日本旅客鉄道,芸備線,3168
上深川,西日本旅客鉄道,芸備線,698
井原市,西日本旅客鉄道,芸備線,196
玖村,西日本旅客鉄道,芸備線,2220
志和口,西日本旅客鉄道,芸備線,814
下深川,西日本旅客鉄道,芸備線,3278
安芸矢口,西日本旅客鉄道,芸備線,4088
狩留家,西日本旅客鉄道,芸備線,420
山科,西日本旅客鉄道,湖西線,0
近江塩津,西日本旅客鉄道,湖西線,0
近江舞子,西日本旅客鉄道,湖西線,1478
志賀,西日本旅客鉄道,湖西線,1750
蓬莱,西日本旅客鉄道,湖西線,2016
永原,西日本旅客鉄道,湖西線,258
比良,西日本旅客鉄道,湖西線,3032
近江高島,西日本旅客鉄道,湖西線,1588
安曇川,西日本旅客鉄道,湖西線,3672
堅田,西日本旅客鉄道,湖西線,16394
北小松,西日本旅客鉄道,湖西線,756
比叡山坂本,西日本旅客鉄道,湖西線,10090
新旭,西日本旅客鉄道,湖西線,2316
和邇,西日本旅客鉄道,湖西線,5044
唐崎,西日本旅客鉄道,湖西線,7438
マキノ,西日本旅客鉄道,湖西線,622
近江中庄,西日本旅客鉄道,湖西線,308
小野,西日本旅客鉄道,湖西線,6494
おごと温泉,西日本旅客鉄道,湖西線,13030
大津京,西日本旅客鉄道,湖西線,18506
近江今津,西日本旅客鉄道,湖西線,4336
三原,西日本旅客鉄道,呉線,0
吉名,西日本旅客鉄道,呉線,312
竹原,西日本旅客鉄道,呉線,1906
忠海,西日本旅客鉄道,呉線,1144
安芸幸崎,西日本旅客鉄道,呉線,632
風早,西日本旅客鉄道,呉線,462
須波,西日本旅客鉄道,呉線,186
安芸津,西日本旅客鉄道,呉線,936
大乗,西日本旅客鉄道,呉線,346
安浦,西日本旅客鉄道,呉線,1490
安登,西日本旅客鉄道,呉線,962
安芸長浜,西日本旅客鉄道,呉線,244
かるが浜,西日本旅客鉄道,呉線,516
吉浦,西日本旅客鉄道,呉線,2806
安芸阿賀,西日本旅客鉄道,呉線,5232
矢野,西日本旅客鉄道,呉線,16242
新広,西日本旅客鉄道,呉線,7476
水尻,西日本旅客鉄道,呉線,172
坂,西日本旅客鉄道,呉線,6398
広,西日本旅客鉄道,呉線,7776
川原石,西日本旅客鉄道,呉線,1296
安芸川尻,西日本旅客鉄道,呉線,1972
呉,西日本旅客鉄道,呉線,23216
海田市,西日本旅客鉄道,呉線,0
呉ポートピア,西日本旅客鉄道,呉線,1868
天応,西日本旅客鉄道,呉線,1472
仁方,西日本旅客鉄道,呉線,1288
小屋浦,西日本旅客鉄道,呉線,970
東八尾,西日本旅客鉄道,高山線,90
笹津,西日本旅客鉄道,高山線,272
速星,西日本旅客鉄道,高山線,2096
西富山,西日本旅客鉄道,高山線,730
楡原,西日本旅客鉄道,高山線,70
猪谷,西日本旅客鉄道,高山線,142
富山,西日本旅客鉄道,高山線,0
越中八尾,西日本旅客鉄道,高山線,1832
千里,西日本旅客鉄道,高山線,792
長居,西日本旅客鉄道,阪和線,10998
浅香,西日本旅客鉄道,阪和線,4638
堺市,西日本旅客鉄道,阪和線,24320
三国ヶ丘,西日本旅客鉄道,阪和線,47912
我孫子町,西日本旅客鉄道,阪和線,13118
天王寺,西日本旅客鉄道,阪和線,0
美章園,西日本旅客鉄道,阪和線,10724
南田辺,西日本旅客鉄道,阪和線,9018
杉本町,西日本旅客鉄道,阪和線,18512
鶴ヶ丘,西日本旅客鉄道,阪和線,10486
日根野,西日本旅客鉄道,阪和線,16892
津久野,西日本旅客鉄道,阪和線,17780
北信太,西日本旅客鉄道,阪和線,12640
和泉府中,西日本旅客鉄道,阪和線,34862
上野芝,西日本旅客鉄道,阪和線,17530
和泉橋本,西日本旅客鉄道,阪和線,6666
東佐野,西日本旅客鉄道,阪和線,2718
紀伊中ノ島,西日本旅客鉄道,阪和線,808
和泉砂川,西日本旅客鉄道,阪和線,8892
東貝塚,西日本旅客鉄道,阪和線,4660
下松,西日本旅客鉄道,阪和線,7642
紀伊,西日本旅客鉄道,阪和線,8260
和歌山,西日本旅客鉄道,阪和線,0
信太山,西日本旅客鉄道,阪和線,7838
長滝,西日本旅客鉄道,阪和線,1834
鳳,西日本旅客鉄道,阪和線,36002
百舌鳥,西日本旅客鉄道,阪和線,8072
和泉鳥取,西日本旅客鉄道,阪和線,4572
東羽衣,西日本旅客鉄道,阪和線,10246
久米田,西日本旅客鉄道,阪和線,13852
熊取,西日本旅客鉄道,阪和線,22252
東岸和田,西日本旅客鉄道,阪和線,21900
山中渓,西日本旅客鉄道,阪和線,372
富木,西日本旅客鉄道,阪和線,8008
六十谷,西日本旅客鉄道,阪和線,7436
鳳,西日本旅客鉄道,阪和線,0
新家,西日本旅客鉄道,阪和線,5422
京終,西日本旅客鉄道,桜井線,1404
奈良,西日本旅客鉄道,桜井線,0
高田,西日本旅客鉄道,桜井線,0
三輪,西日本旅客鉄道,桜井線,1362
帯解,西日本旅客鉄道,桜井線,982
金橋,西日本旅客鉄道,桜井線,994
香久山,西日本旅客鉄道,桜井線,362
桜井,西日本旅客鉄道,桜井線,4122
畝傍,西日本旅客鉄道,桜井線,908
天理,西日本旅客鉄道,桜井線,5568
櫟本,西日本旅客鉄道,桜井線,1976
長柄,西日本旅客鉄道,桜井線,1218
柳本,西日本旅客鉄道,桜井線,1340
巻向,西日本旅客鉄道,桜井線,736
西九条,西日本旅客鉄道,桜島線,0
ユニバーサルシティ,西日本旅客鉄道,桜島線,58270
桜島,西日本旅客鉄道,桜島線,21652
安治川口,西日本旅客鉄道,桜島線,24496
長谷,西日本旅客鉄道,三江線,0
船佐,西日本旅客鉄道,三江線,4
所木,西日本旅客鉄道,三江線,4
尾関山,西日本旅客鉄道,三江線,10
信木,西日本旅客鉄道,三江線,4
粟屋,西日本旅客鉄道,三江線,0
三次,西日本旅客鉄道,三江線,0
江津,西日本旅客鉄道,三江線,0
作木口,西日本旅客鉄道,三江線,14
石見松原,西日本旅客鉄道,三江線,4
石見簗瀬,西日本旅客鉄道,三江線,16
石見都賀,西日本旅客鉄道,三江線,6
明塚,西日本旅客鉄道,三江線,4
宇都井,西日本旅客鉄道,三江線,2
潮,西日本旅客鉄道,三江線,2
千金,西日本旅客鉄道,三江線,0
式敷,西日本旅客鉄道,三江線,12
因原,西日本旅客鉄道,三江線,14
口羽,西日本旅客鉄道,三江線,6
沢谷,西日本旅客鉄道,三江線,2
竹,西日本旅客鉄道,三江線,8
田津,西日本旅客鉄道,三江線,14
江津本町,西日本旅客鉄道,三江線,0
川平,西日本旅客鉄道,三江線,14
川戸,西日本旅客鉄道,三江線,64
石見川本,西日本旅客鉄道,三江線,44
江平,西日本旅客鉄道,三江線,2
伊賀和志,西日本旅客鉄道,三江線,0
鹿賀,西日本旅客鉄道,三江線,4
浜原,西日本旅客鉄道,三江線,12
石見川越,西日本旅客鉄道,三江線,14
粕淵,西日本旅客鉄道,三江線,50
木路原,西日本旅客鉄道,三江線,2
乙原,西日本旅客鉄道,三江線,8
香淀,西日本旅客鉄道,三江線,14
綾部,西日本旅客鉄道,山陰線,3244
和田山,西日本旅客鉄道,山陰線,1410
上川口,西日本旅客鉄道,山陰線,80
香住,西日本旅客鉄道,山陰線,774
国府,西日本旅客鉄道,山陰線,176
養父,西日本旅客鉄道,山陰線,168
立木,西日本旅客鉄道,山陰線,20
玄武洞,西日本旅客鉄道,山陰線,60
花園,西日本旅客鉄道,山陰線,7668
佐津,西日本旅客鉄道,山陰線,236
梁瀬,西日本旅客鉄道,山陰線,276
鍼灸大学前,西日本旅客鉄道,山陰線,672
嵯峨嵐山,西日本旅客鉄道,山陰線,13780
城崎温泉,西日本旅客鉄道,山陰線,2160
高津,西日本旅客鉄道,山陰線,228
太秦,西日本旅客鉄道,山陰線,8782
吉富,西日本旅客鉄道,山陰線,1074
並河,西日本旅客鉄道,山陰線,6392
上夜久野,西日本旅客鉄道,山陰線,156
胡麻,西日本旅客鉄道,山陰線,654
和知,西日本旅客鉄道,山陰線,348
亀岡,西日本旅客鉄道,山陰線,18258
八木,西日本旅客鉄道,山陰線,3112
日吉,西日本旅客鉄道,山陰線,568
京都,西日本旅客鉄道,山陰線,0
下山,西日本旅客鉄道,山陰線,230
保津峡,西日本旅客鉄道,山陰線,812
八鹿,西日本旅客鉄道,山陰線,1146
竹野,西日本旅客鉄道,山陰線,552
二条,西日本旅客鉄道,山陰線,26414
柴山,西日本旅客鉄道,山陰線,220
石原,西日本旅客鉄道,山陰線,1014
円町,西日本旅客鉄道,山陰線,17006
豊岡,西日本旅客鉄道,山陰線,3858
園部,西日本旅客鉄道,山陰線,9566
福知山,西日本旅客鉄道,山陰線,7378
江原,西日本旅客鉄道,山陰線,1274
安栖里,西日本旅客鉄道,山陰線,38
千代川,西日本旅客鉄道,山陰線,4406
山家,西日本旅客鉄道,山陰線,60
下夜久野,西日本旅客鉄道,山陰線,134
馬堀,西日本旅客鉄道,山陰線,9466
船岡,西日本旅客鉄道,山陰線,76
鳥取大学前,西日本旅客鉄道,山陰線,4008
泊,西日本旅客鉄道,山陰線,236
東浜,西日本旅客鉄道,山陰線,54
松崎,西日本旅客鉄道,山陰線,472
鳥取,西日本旅客鉄道,山陰線,10718
宝木,西日本旅客鉄道,山陰線,396
末恒,西日本旅客鉄道,山陰線,1002
鎧,西日本旅客鉄道,山陰線,18
福部,西日本旅客鉄道,山陰線,152
湖山,西日本旅客鉄道,山陰線,1156
浜坂,西日本旅客鉄道,山陰線,560
餘部,西日本旅客鉄道,山陰線,96
青谷,西日本旅客鉄道,山陰線,1080
久谷,西日本旅客鉄道,山陰線,20
由良,西日本旅客鉄道,山陰線,910
浜村,西日本旅客鉄道,山陰線,942
下北条,西日本旅客鉄道,山陰線,178
